#proteinId	gotermId	goName	gotermType	goAcc
64	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
64	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
64	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
65	2584	dihydrofolate reductase activity	molecular_function	GO:0004146
73	2175	nucleic acid binding	molecular_function	GO:0003676
75	2175	nucleic acid binding	molecular_function	GO:0003676
78	2175	nucleic acid binding	molecular_function	GO:0003676
79	2175	nucleic acid binding	molecular_function	GO:0003676
81	13582	guanidinoacetate N-methyltransferase activity	molecular_function	GO:0030731
82	2888	monooxygenase activity	molecular_function	GO:0004497
82	3721	iron ion binding	molecular_function	GO:0005506
82	4283	electron transport	biological_process	GO:0006118
82	12251	heme binding	molecular_function	GO:0020037
84	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
84	6276	carbohydrate transport	biological_process	GO:0008643
84	9320	membrane	cellular_component	GO:0016020
84	3546	transporter activity	molecular_function	GO:0005215
84	4927	transport	biological_process	GO:0006810
84	9321	integral to membrane	cellular_component	GO:0016021
84	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
85	3736	ATP binding	molecular_function	GO:0005524
85	4457	mismatch repair	biological_process	GO:0006298
85	13828	mismatched DNA binding	molecular_function	GO:0030983
86	2175	nucleic acid binding	molecular_function	GO:0003676
87	4650	amino acid metabolic process	biological_process	GO:0006520
87	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
87	2415	cystathionine gamma-synthase activity	molecular_function	GO:0003962
88	162	nucleotide binding	molecular_function	GO:0000166
88	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
88	3736	ATP binding	molecular_function	GO:0005524
88	3708	binding	molecular_function	GO:0005488
88	3727	protein binding	molecular_function	GO:0005515
88	3966	peroxisome	cellular_component	GO:0005777
88	5126	peroxisome organization and biogenesis	biological_process	GO:0007031
88	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
88	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
88	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
88	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
88	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
88	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
88	10082	ATPase activity	molecular_function	GO:0016887
88	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
88	18132	ATPase activity, coupled	molecular_function	GO:0042623
88	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
88	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
88	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
89	2176	DNA binding	molecular_function	GO:0003677
89	3736	ATP binding	molecular_function	GO:0005524
89	4429	DNA replication initiation	biological_process	GO:0006270
89	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
89	162	nucleotide binding	molecular_function	GO:0000166
89	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
89	3838	nucleus	cellular_component	GO:0005634
89	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
89	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
89	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
89	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
89	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
89	10082	ATPase activity	molecular_function	GO:0016887
89	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
89	18132	ATPase activity, coupled	molecular_function	GO:0042623
89	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
89	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
89	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
91	3838	nucleus	cellular_component	GO:0005634
91	17777	ribosome biogenesis and assembly	biological_process	GO:0042254
92	3827	intracellular	cellular_component	GO:0005622
92	5250	signal transduction	biological_process	GO:0007165
92	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
92	4639	proteolysis	biological_process	GO:0006508
93	3827	intracellular	cellular_component	GO:0005622
93	5250	signal transduction	biological_process	GO:0007165
93	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
93	4639	proteolysis	biological_process	GO:0006508
94	3827	intracellular	cellular_component	GO:0005622
94	5250	signal transduction	biological_process	GO:0007165
94	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
94	4639	proteolysis	biological_process	GO:0006508
96	2290	catalytic activity	molecular_function	GO:0003824
96	3036	Rab-protein geranylgeranyltransferase activity	molecular_function	GO:0004663
98	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
101	2290	catalytic activity	molecular_function	GO:0003824
101	5830	metabolic process	biological_process	GO:0008152
101	243	C-8 sterol isomerase activity	molecular_function	GO:0000247
101	6076	delta5-delta2,4-dienoyl-CoA isomerase activity	molecular_function	GO:0008416
101	11137	3-carboxymuconate cycloisomerase type II activity	molecular_function	GO:0018842
101	19296	trans-2, cis-3 decenoyl-ACP isomerase activity	molecular_function	GO:0043832
102	2290	catalytic activity	molecular_function	GO:0003824
102	5830	metabolic process	biological_process	GO:0008152
102	6332	5-carboxymethyl-2-hydroxymuconate delta-isomerase activity	molecular_function	GO:0008704
103	2176	DNA binding	molecular_function	GO:0003677
103	5939	zinc ion binding	molecular_function	GO:0008270
110	2195	single-stranded DNA binding	molecular_function	GO:0003697
110	2910	endonuclease activity	molecular_function	GO:0004519
110	3838	nucleus	cellular_component	GO:0005634
110	4448	nucleotide-excision repair	biological_process	GO:0006289
110	2909	nuclease activity	molecular_function	GO:0004518
110	4440	DNA repair	biological_process	GO:0006281
110	2176	DNA binding	molecular_function	GO:0003677
110	2290	catalytic activity	molecular_function	GO:0003824
110	6469	exodeoxyribonuclease I activity	molecular_function	GO:0008852
111	9367	mRNA metabolic process	biological_process	GO:0016071
111	13392	ribonucleoprotein complex	cellular_component	GO:0030529
112	3838	nucleus	cellular_component	GO:0005634
114	4556	translation	biological_process	GO:0006412
118	9985	hydrolase activity	molecular_function	GO:0016787
118	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
118	6026	regulation of cell size	biological_process	GO:0008361
118	22441	cofactor binding	molecular_function	GO:0048037
118	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
118	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
118	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
118	6080	CTD phosphatase activity	molecular_function	GO:0008420
118	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
118	10186	myosin phosphatase activity	molecular_function	GO:0017018
118	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
118	10190	myosin phosphatase complex	cellular_component	GO:0017023
119	9985	hydrolase activity	molecular_function	GO:0016787
119	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
119	6026	regulation of cell size	biological_process	GO:0008361
119	22441	cofactor binding	molecular_function	GO:0048037
119	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
119	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
119	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
119	6080	CTD phosphatase activity	molecular_function	GO:0008420
119	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
119	10186	myosin phosphatase activity	molecular_function	GO:0017018
119	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
119	10190	myosin phosphatase complex	cellular_component	GO:0017023
121	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
121	4143	carbohydrate metabolic process	biological_process	GO:0005975
121	6082	beta-glucosidase activity	molecular_function	GO:0008422
122	10166	cell wall catabolic process	biological_process	GO:0016998
124	5747	chitin binding	molecular_function	GO:0008061
124	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
124	4143	carbohydrate metabolic process	biological_process	GO:0005975
124	10166	cell wall catabolic process	biological_process	GO:0016998
124	2946	chitinase activity	molecular_function	GO:0004568
124	4200	chitin catabolic process	biological_process	GO:0006032
125	9985	hydrolase activity	molecular_function	GO:0016787
126	3202	uracil DNA N-glycosylase activity	molecular_function	GO:0004844
126	4443	base-excision repair	biological_process	GO:0006284
126	4440	DNA repair	biological_process	GO:0006281
126	502	purine-specific mismatch base pair DNA N-glycosylase activity	molecular_function	GO:0000701
126	10228	single-strand selective uracil DNA N-glycosylase activity	molecular_function	GO:0017065
126	11389	DNA N-glycosylase activity	molecular_function	GO:0019104
126	19198	DNA-3-methyladenine glycosylase III activity	molecular_function	GO:0043733
130	3708	binding	molecular_function	GO:0005488
130	4927	transport	biological_process	GO:0006810
130	9320	membrane	cellular_component	GO:0016020
132	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
132	5918	2-acetyl-1-alkylglycerophosphocholine esterase complex	cellular_component	GO:0008247
132	9341	lipid catabolic process	biological_process	GO:0016042
134	2290	catalytic activity	molecular_function	GO:0003824
134	3708	binding	molecular_function	GO:0005488
134	5830	metabolic process	biological_process	GO:0008152
135	4143	carbohydrate metabolic process	biological_process	GO:0005975
135	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
135	13148	lipid glycosylation	biological_process	GO:0030259
135	10100	sterol 3-beta-glucosyltransferase activity	molecular_function	GO:0016906
136	3737	GTP binding	molecular_function	GO:0005525
136	4743	SRP-dependent cotranslational protein targeting to membrane	biological_process	GO:0006614
136	5980	7S RNA binding	molecular_function	GO:0008312
136	9320	membrane	cellular_component	GO:0016020
136	2960	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity	molecular_function	GO:0004584
137	2246	actin binding	molecular_function	GO:0003779
137	5958	F-actin capping protein complex	cellular_component	GO:0008290
137	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
138	2290	catalytic activity	molecular_function	GO:0003824
138	19375	cellular metabolic process	biological_process	GO:0044237
138	23921	coenzyme binding	molecular_function	GO:0050662
138	3708	binding	molecular_function	GO:0005488
138	5830	metabolic process	biological_process	GO:0008152
142	3708	binding	molecular_function	GO:0005488
142	4927	transport	biological_process	GO:0006810
142	9320	membrane	cellular_component	GO:0016020
143	3708	binding	molecular_function	GO:0005488
143	4927	transport	biological_process	GO:0006810
143	9320	membrane	cellular_component	GO:0016020
147	3827	intracellular	cellular_component	GO:0005622
147	2176	DNA binding	molecular_function	GO:0003677
147	4440	DNA repair	biological_process	GO:0006281
147	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
147	4421	DNA replication	biological_process	GO:0006260
147	2290	catalytic activity	molecular_function	GO:0003824
147	16887	DNA polymerase activity	molecular_function	GO:0034061
148	3727	protein binding	molecular_function	GO:0005515
149	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
149	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
149	5847	C-methyltransferase activity	molecular_function	GO:0008169
149	5848	N-methyltransferase activity	molecular_function	GO:0008170
149	5849	O-methyltransferase activity	molecular_function	GO:0008171
149	5850	S-methyltransferase activity	molecular_function	GO:0008172
149	5851	RNA methyltransferase activity	molecular_function	GO:0008173
149	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
149	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
149	5945	protein methyltransferase activity	molecular_function	GO:0008276
149	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
149	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
149	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
149	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
149	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
149	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
149	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
149	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
149	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
149	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
149	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
149	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
149	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
149	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
149	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
149	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
149	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
149	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
149	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
149	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
149	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
149	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
149	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
149	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
149	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
149	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
149	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
149	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
149	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
149	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
149	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
149	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
149	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
149	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
149	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
149	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
149	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
149	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
151	4143	carbohydrate metabolic process	biological_process	GO:0005975
151	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
151	2984	phosphoacetylglucosamine mutase activity	molecular_function	GO:0004610
152	2176	DNA binding	molecular_function	GO:0003677
152	2909	nuclease activity	molecular_function	GO:0004518
152	3727	protein binding	molecular_function	GO:0005515
152	3838	nucleus	cellular_component	GO:0005634
152	4420	DNA metabolic process	biological_process	GO:0006259
152	2290	catalytic activity	molecular_function	GO:0003824
152	6440	crossover junction endodeoxyribonuclease activity	molecular_function	GO:0008821
153	3112	riboflavin synthase activity	molecular_function	GO:0004746
153	6946	riboflavin synthase complex	cellular_component	GO:0009349
154	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
154	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
154	2296	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	molecular_function	GO:0003830
154	4619	protein amino acid N-linked glycosylation	biological_process	GO:0006487
154	9320	membrane	cellular_component	GO:0016020
156	2656	pyroglutamyl-peptidase I activity	molecular_function	GO:0004219
156	4639	proteolysis	biological_process	GO:0006508
157	7744	FMN binding	molecular_function	GO:0010181
157	9710	oxidoreductase activity	molecular_function	GO:0016491
157	9836	12-oxophytodienoate reductase activity	molecular_function	GO:0016629
158	162	nucleotide binding	molecular_function	GO:0000166
158	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
158	3736	ATP binding	molecular_function	GO:0005524
158	3930	cytoplasm	cellular_component	GO:0005737
158	4556	translation	biological_process	GO:0006412
158	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
158	3185	methionine-tRNA ligase activity	molecular_function	GO:0004825
158	4574	methionyl-tRNA aminoacylation	biological_process	GO:0006431
159	3727	protein binding	molecular_function	GO:0005515
163	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
163	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
163	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
163	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
163	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
164	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
164	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
164	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
164	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
164	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
166	3736	ATP binding	molecular_function	GO:0005524
166	4927	transport	biological_process	GO:0006810
166	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
166	9320	membrane	cellular_component	GO:0016020
166	2290	catalytic activity	molecular_function	GO:0003824
166	5830	metabolic process	biological_process	GO:0008152
166	281	magnesium ion binding	molecular_function	GO:0000287
166	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
166	9220	phospholipid transport	biological_process	GO:0015914
166	9321	integral to membrane	cellular_component	GO:0016021
167	5830	metabolic process	biological_process	GO:0008152
167	9710	oxidoreductase activity	molecular_function	GO:0016491
169	2176	DNA binding	molecular_function	GO:0003677
169	2909	nuclease activity	molecular_function	GO:0004518
169	3727	protein binding	molecular_function	GO:0005515
169	3838	nucleus	cellular_component	GO:0005634
169	4420	DNA metabolic process	biological_process	GO:0006259
169	2175	nucleic acid binding	molecular_function	GO:0003676
169	2910	endonuclease activity	molecular_function	GO:0004519
169	4440	DNA repair	biological_process	GO:0006281
169	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
169	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
172	2228	translation initiation factor activity	molecular_function	GO:0003743
172	4557	translational initiation	biological_process	GO:0006413
172	2216	RNA binding	molecular_function	GO:0003723
172	5830	metabolic process	biological_process	GO:0008152
172	9710	oxidoreductase activity	molecular_function	GO:0016491
174	3827	intracellular	cellular_component	GO:0005622
175	2290	catalytic activity	molecular_function	GO:0003824
175	3708	binding	molecular_function	GO:0005488
175	5830	metabolic process	biological_process	GO:0008152
176	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
178	2196	transcription factor activity	molecular_function	GO:0003700
178	3838	nucleus	cellular_component	GO:0005634
178	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
178	19030	sequence-specific DNA binding	molecular_function	GO:0043565
180	3664	copper ion transmembrane transporter activity	molecular_function	GO:0005375
180	4940	copper ion transport	biological_process	GO:0006825
180	9321	integral to membrane	cellular_component	GO:0016021
182	162	nucleotide binding	molecular_function	GO:0000166
182	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
182	3736	ATP binding	molecular_function	GO:0005524
182	3930	cytoplasm	cellular_component	GO:0005737
182	4556	translation	biological_process	GO:0006412
182	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
182	2175	nucleic acid binding	molecular_function	GO:0003676
182	3827	intracellular	cellular_component	GO:0005622
182	5939	zinc ion binding	molecular_function	GO:0008270
183	2866	malate synthase activity	molecular_function	GO:0004474
183	4262	glyoxylate cycle	biological_process	GO:0006097
183	2290	catalytic activity	molecular_function	GO:0003824
184	2866	malate synthase activity	molecular_function	GO:0004474
184	4262	glyoxylate cycle	biological_process	GO:0006097
184	2290	catalytic activity	molecular_function	GO:0003824
185	2290	catalytic activity	molecular_function	GO:0003824
185	2739	fumarate hydratase activity	molecular_function	GO:0004333
185	4271	fumarate metabolic process	biological_process	GO:0006106
185	19712	tricarboxylic acid cycle enzyme complex	cellular_component	GO:0045239
186	3043	protein kinase activity	molecular_function	GO:0004672
186	3736	ATP binding	molecular_function	GO:0005524
186	4602	protein amino acid phosphorylation	biological_process	GO:0006468
186	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
186	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
186	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
186	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
186	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
186	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
186	3050	casein kinase activity	molecular_function	GO:0004680
186	3051	casein kinase I activity	molecular_function	GO:0004681
186	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
186	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
186	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
186	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
186	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
186	3067	atypical protein kinase C activity	molecular_function	GO:0004700
